,name,x1,x2,y1,y2,classname,newFilename
996,01073_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01073_Mask_Mouth_Chin.jpg
1099,01186_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01186_Mask_Mouth_Chin.jpg
1952,2052.jpg,627,190,699,277,face_with_mask,6272052.jpg
1665,4491.png,112,160,254,397,face_with_mask,1124491.png
1318,3409.png,346,4,425,103,face_with_mask,3463409.png
1722,01835_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01835_Mask_Chin.jpg
3649,5378.jpg,427,88,599,300,face_no_mask,4275378.jpg
2489,2431.png,285,261,376,376,face_with_mask,2852431.png
3887,5284.jpg,234,121,435,381,face_no_mask,2345284.jpg
4769,5001.jpg,194,0,760,532,face_with_mask_incorrect,1945001.jpg
3886,6310.jpg,727,274,779,341,face_no_mask,7276310.jpg
399,2515.png,101,40,251,266,face_with_mask,1012515.png
1122,01209_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01209_Mask_Mouth_Chin.jpg
1814,4452.png,208,23,307,164,face_with_mask,2084452.png
1209,01299_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01299_Mask_Mouth_Chin.jpg
452,00499_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00499_Mask_Mouth_Chin.jpg
3100,1857.jpg,318,27,540,345,face_no_mask,3181857.jpg
3140,2176.png,175,15,496,446,face_with_mask,1752176.png
971,3474.png,341,187,393,252,face_with_mask,3413474.png
4827,3037.png,530,222,618,335,face_with_mask,5303037.png
1851,01968_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01968_Mask_Mouth_Chin.jpg
1387,01487_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01487_Mask_Mouth_Chin.jpg
819,00884_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00884_Mask_Mouth_Chin.jpg
2219,1914.jpg,601,322,780,582,face_with_mask,6011914.jpg
1781,01895_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01895_Mask_Mouth_Chin.jpg
500,2492.png,304,88,331,129,face_with_mask,3042492.png
3912,6091.jpeg,1269,293,3558,2944,face_no_mask,12696091.jpeg
5022,4708.png,471,20,577,142,face_with_mask,4714708.png
2310,2644.png,238,390,276,466,face_no_mask,2382644.png
197,00219_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00219_Mask_Mouth_Chin.jpg
3969,2583.png,277,70,576,468,face_other_covering,2772583.png
2143,4221.png,0,40,252,343,face_with_mask,04221.png
2348,5381.jpg,72,110,380,517,face_no_mask,725381.jpg
4793,1848.jpg,280,93,435,285,face_with_mask,2801848.jpg
1542,5989.jpg,248,138,343,266,face_no_mask,2485989.jpg
155,4529.png,7,9,495,597,face_with_mask,74529.png
1457,01558_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01558_Mask_Mouth_Chin.jpg
4791,1880.jpg,1559,124,4342,3301,face_with_mask,15591880.jpg
1711,6266.jpg,615,305,667,365,face_no_mask,6156266.jpg
2948,4046.png,914,1,971,66,face_with_mask,9144046.png
245,00270_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00270_Mask_Mouth_Chin.jpg
363,2997.png,188,174,238,237,face_with_mask,1882997.png
416,3725.png,257,62,306,115,face_with_mask,2573725.png
568,00619_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00619_Mask_Mouth_Chin.jpg
447,2177.png,387,130,525,321,face_with_mask,3872177.png
1348,01447_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01447_Mask_Mouth_Chin.jpg
1671,01782_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01782_Mask_Mouth_Chin.jpg
1168,3951.png,135,19,653,585,face_with_mask,1353951.png
3547,5591.jpg,789,268,928,444,face_with_mask_incorrect,7895591.jpg
4753,4593.png,136,90,222,191,face_with_mask,1364593.png
224,00247_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00247_Mask_Mouth_Chin.jpg
2400,1842.jpg,560,75,805,376,face_other_covering,5601842.jpg
3865,6027.jpg,241,45,446,267,face_no_mask,2416027.jpg
1907,4640.png,145,54,287,210,face_other_covering,1454640.png
3184,4516.png,190,298,244,373,face_with_mask,1904516.png
3404,6316.jpg,637,326,716,409,face_no_mask,6376316.jpg
4804,2550.png,65,85,184,219,face_with_mask,652550.png
3353,4152.png,147,5,523,516,face_with_mask,1474152.png
1818,3598.png,241,4,401,181,face_no_mask,2413598.png
4972,3187.png,344,72,427,177,face_with_mask,3443187.png
108,00123_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,00123_Mask_Nose_Mouth.jpg
220,00243_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00243_Mask_Mouth_Chin.jpg
1086,01169_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01169_Mask_Mouth_Chin.jpg
4233,4362.png,324,7,462,155,face_with_mask,3244362.png
4165,4019.png,207,123,296,242,face_with_mask,2074019.png
2598,3296.png,252,44,336,155,face_with_mask,2523296.png
688,5171.jpg,585,59,706,223,face_other_covering,5855171.jpg
4314,6413.png,96,94,540,533,face_other_covering,966413.png
775,2322.png,679,11,753,91,face_with_mask,6792322.png
2030,5612.jpg,201,34,329,194,face_no_mask,2015612.jpg
4856,5398.jpg,681,300,772,433,face_other_covering,6815398.jpg
893,2250.png,393,4,817,453,face_other_covering,3932250.png
2010,4680.png,406,3,525,144,face_other_covering,4064680.png
731,00793_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00793_Mask_Mouth_Chin.jpg
2872,5945.jpg,503,34,707,330,face_no_mask,5035945.jpg
1642,2431.png,329,206,380,277,face_with_mask,3292431.png
1552,01656_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01656_Mask_Mouth_Chin.jpg
1638,4096.png,426,21,515,139,face_with_mask,4264096.png
1829,6194.jpg,652,162,788,341,face_no_mask,6526194.jpg
751,4966.png,253,8,549,427,face_with_mask,2534966.png
4606,4164.png,64,78,451,648,face_with_mask,644164.png
1889,6408.png,577,74,1005,843,face_other_covering,5776408.png
4933,1988.jpg,436,187,717,532,face_no_mask,4361988.jpg
553,2050.jpg,556,210,609,287,face_with_mask,5562050.jpg
3401,3944.png,305,84,396,190,face_with_mask,3053944.png
2537,4923.png,29,236,331,573,face_with_mask,294923.png
3378,2666.png,353,374,453,527,face_with_mask,3532666.png
3553,1833.jpg,310,1,351,52,face_other_covering,3101833.jpg
2367,4086.png,431,181,469,224,face_with_mask,4314086.png
1858,3669.png,138,47,438,472,face_with_mask,1383669.png
3820,5659.jpg,710,240,926,572,face_no_mask,7105659.jpg
1331,3128.png,379,112,524,323,face_with_mask,3793128.png
477,2131.jpg,118,66,232,187,face_with_mask,1182131.jpg
2294,2574.png,96,8,615,561,face_with_mask,962574.png
3298,5438.jpg,268,264,606,750,face_other_covering,2685438.jpg
4222,3495.png,312,7,437,184,face_with_mask,3123495.png
2443,3738.png,121,240,280,482,face_with_mask,1213738.png
3620,3694.png,116,286,429,677,face_with_mask,1163694.png
4101,5084.jpeg,990,377,1425,992,face_with_mask,9905084.jpeg
1451,4629.png,96,10,237,190,face_with_mask,964629.png
711,4071.png,571,5,676,110,face_with_mask,5714071.png
3117,3428.png,29,187,324,572,face_with_mask,293428.png
1959,5535.jpg,189,12,282,111,face_other_covering,1895535.jpg
1634,2329.png,240,208,286,270,face_with_mask,2402329.png
2811,5635.jpg,268,60,417,265,face_with_mask,2685635.jpg
4839,1938.jpg,4,58,45,116,face_no_mask,41938.jpg
3051,3811.png,158,142,200,191,face_with_mask,1583811.png
244,00269_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,00269_Mask_Nose_Mouth.jpg
996,3578.png,450,36,614,284,face_no_mask,4503578.png
1164,3454.png,120,25,636,600,face_with_mask,1203454.png
1619,2802.png,206,110,325,272,face_with_mask,2062802.png
1239,2042.jpg,214,70,614,526,face_with_mask,2142042.jpg
1817,01931_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01931_Mask_Mouth_Chin.jpg
4929,2054.jpg,446,368,542,471,face_with_mask,4462054.jpg
3952,6338.jpg,121,151,223,275,face_other_covering,1216338.jpg
3472,2228.png,172,76,296,218,face_with_mask,1722228.png
4049,3715.png,14,1,619,379,face_with_mask,143715.png
1443,01544_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01544_Mask_Mouth_Chin.jpg
1438,01539_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01539_Mask_Mouth_Chin.jpg
995,4625.png,283,89,343,154,face_with_mask,2834625.png
713,00775_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00775_Mask_Mouth_Chin.jpg
1866,5965.jpg,131,161,262,292,face_no_mask,1315965.jpg
1655,01765_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,01765_Mask_Nose_Mouth.jpg
3361,2553.png,296,102,528,465,face_with_mask,2962553.png
637,00693_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00693_Mask_Mouth_Chin.jpg
205,00227_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00227_Mask_Chin.jpg
4729,5653.jpg,1355,480,1725,914,face_no_mask,13555653.jpg
1360,01459_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01459_Mask_Chin.jpg
3059,3612.png,173,270,218,336,face_with_mask,1733612.png
1272,01363_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01363_Mask_Mouth_Chin.jpg
25,00027_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00027_Mask_Chin.jpg
1119,01206_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01206_Mask_Mouth_Chin.jpg
678,00737_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00737_Mask_Mouth_Chin.jpg
4411,2249.png,385,8,600,315,face_no_mask,3852249.png
716,3181.png,241,61,332,182,face_no_mask,2413181.png
1834,4175.png,222,145,251,184,face_with_mask,2224175.png
838,5298.jpg,166,378,328,597,face_no_mask,1665298.jpg
4401,5475.jpg,710,188,1086,625,face_with_mask,7105475.jpg
1057,01138_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01138_Mask_Mouth_Chin.jpg
980,01057_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01057_Mask_Mouth_Chin.jpg
3002,2514.png,247,2,569,251,face_no_mask,2472514.png
447,00494_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00494_Mask_Mouth_Chin.jpg
1954,4375.png,124,3,461,412,face_with_mask,1244375.png
1738,4691.png,93,173,149,234,face_no_mask,934691.png
599,00652_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00652_Mask_Chin.jpg
1890,4444.png,269,142,369,274,face_with_mask,2694444.png
212,00235_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00235_Mask_Mouth_Chin.jpg
4664,1825.jpg,161,138,235,224,face_with_mask,1611825.jpg
1842,01959_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01959_Mask_Mouth_Chin.jpg
4547,4374.png,243,32,674,512,face_with_mask,2434374.png
1490,01592_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01592_Mask_Mouth_Chin.jpg
884,00954_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00954_Mask_Mouth_Chin.jpg
2038,5471.jpg,151,82,351,295,face_no_mask,1515471.jpg
1707,01819_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01819_Mask_Mouth_Chin.jpg
1269,5963.jpg,558,145,675,300,face_no_mask,5585963.jpg
4700,2685.png,146,214,256,369,face_with_mask,1462685.png
191,00213_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00213_Mask_Mouth_Chin.jpg
92,5033.jpg,53,80,159,228,face_with_mask,535033.jpg
263,00290_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00290_Mask_Mouth_Chin.jpg
731,5785.jpg,611,202,789,462,face_no_mask,6115785.jpg
488,5445.jpg,416,82,467,217,face_with_mask,4165445.jpg
1159,1978.jpg,709,36,871,235,face_with_mask,7091978.jpg
623,00678_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00678_Mask_Mouth_Chin.jpg
992,5431.jpg,407,8,692,337,face_other_covering,4075431.jpg
4016,6302.jpg,375,171,481,302,face_no_mask,3756302.jpg
796,4923.png,360,34,682,426,face_with_mask,3604923.png
1858,01975_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01975_Mask_Mouth_Chin.jpg
1596,5914.jpg,432,100,530,217,face_no_mask,4325914.jpg
301,6032.jpg,167,4,528,451,face_no_mask,1676032.jpg
1574,01681_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01681_Mask_Mouth_Chin.jpg
658,2935.png,190,39,237,93,face_no_mask,1902935.png
1200,01289_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01289_Mask_Mouth_Chin.jpg
4464,1965.jpg,233,278,1338,1508,face_no_mask,2331965.jpg
1213,3037.png,330,93,433,228,face_no_mask,3303037.png
317,3265.png,59,166,371,587,face_with_mask,593265.png
1709,01821_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01821_Mask_Mouth_Chin.jpg
1723,6227.jpg,253,4,485,310,face_no_mask,2536227.jpg
2976,2902.png,199,5,692,475,face_with_mask,1992902.png
877,2362.png,222,115,339,275,face_with_mask,2222362.png
4784,4970.png,14,4,514,607,face_with_mask,144970.png
3566,2633.png,317,56,465,324,face_other_covering,3172633.png
275,00302_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00302_Mask_Mouth_Chin.jpg
3012,3680.png,110,7,374,363,face_other_covering,1103680.png
4490,5565.jpg,152,6,355,296,face_other_covering,1525565.jpg
4424,5931.jpg,175,92,227,158,face_no_mask,1755931.jpg
386,00429_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00429_Mask_Mouth_Chin.jpg
72,3690.png,172,15,234,99,face_with_mask,1723690.png
2853,6065.jpg,377,15,420,66,face_no_mask,3776065.jpg
2217,4767.png,431,149,458,227,face_with_mask,4314767.png
1435,5068.jpg,294,41,459,223,face_with_mask,2945068.jpg
618,5996.jpg,282,11,366,131,face_no_mask,2825996.jpg
445,1947.jpg,460,180,739,540,face_with_mask,4601947.jpg
1436,01537_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01537_Mask_Mouth_Chin.jpg
110,5691.jpg,203,127,278,232,face_other_covering,2035691.jpg
3470,4474.png,125,15,298,214,face_other_covering,1254474.png
4431,5213.jpg,1270,94,1569,452,face_with_mask,12705213.jpg
3641,3024.png,147,53,334,334,face_no_mask,1473024.png
1163,01250_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01250_Mask_Mouth_Chin.jpg
1499,6092.jpg,209,24,518,426,face_other_covering,2096092.jpg
2154,3824.png,203,106,363,359,face_with_mask,2033824.png
610,00664_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00664_Mask_Mouth_Chin.jpg
3318,3295.png,3,1,124,119,face_other_covering,33295.png
296,6363.jpg,454,38,550,151,face_other_covering,4546363.jpg
3055,4927.png,10,10,424,543,face_other_covering,104927.png
995,01072_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01072_Mask_Mouth_Chin.jpg
5003,5942.jpg,954,22,1189,317,face_no_mask,9545942.jpg
4905,2076.jpg,367,50,503,220,face_with_mask,3672076.jpg
3356,3020.png,580,41,655,127,face_with_mask,5803020.png
4300,4606.png,218,32,316,180,face_with_mask,2184606.png
84,00097_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00097_Mask_Mouth_Chin.jpg
262,4086.png,323,169,356,208,face_with_mask,3234086.png
3305,4583.png,61,8,438,442,face_with_mask,614583.png
1111,5478.jpg,354,223,712,603,face_other_covering,3545478.jpg
3133,5227.jpg,427,185,514,293,face_with_mask,4275227.jpg
2747,2413.png,113,3,562,493,face_with_mask,1132413.png
