,name,x1,x2,y1,y2,classname,newFilename
111,3698.png,330,118,451,255,face_with_mask,3303698.png
112,3913.png,3,4,248,373,face_other_covering,33913.png
113,2826.png,367,12,649,401,face_with_mask,3672826.png
114,6005.jpg,493,53,885,592,face_no_mask,4936005.jpg
115,2318.png,894,6,1270,388,face_other_covering,8942318.png
116,6231.jpg,180,151,568,657,face_no_mask,1806231.jpg
117,2819.png,0,10,192,360,face_other_covering,02819.png
118,5961.jpg,110,400,298,583,face_no_mask,1105961.jpg
119,2223.png,340,154,444,249,face_with_mask,3402223.png
120,6041.jpg,47,116,160,242,face_no_mask,476041.jpg
121,5176.jpg,450,165,634,350,face_other_covering,4505176.jpg
122,4964.png,319,283,376,358,face_with_mask,3194964.png
123,5085.jpeg,1121,33,1403,363,face_with_mask,11215085.jpeg
124,1897.jpg,89,1,252,203,face_no_mask,891897.jpg
125,4856.png,237,86,304,173,face_with_mask,2374856.png
126,5185.jpg,388,0,526,182,face_with_mask,3885185.jpg
127,4042.png,115,38,501,487,face_with_mask,1154042.png
128,4113.png,409,59,564,287,face_with_mask,4094113.png
129,3584.png,277,428,307,467,face_no_mask,2773584.png
130,5225.jpg,725,86,1224,732,face_other_covering,7255225.jpg
131,6392.jpg,42,232,94,302,face_no_mask,426392.jpg
132,5963.jpg,0,365,97,502,face_no_mask,05963.jpg
133,6013.jpg,307,115,364,197,face_no_mask,3076013.jpg
134,2739.png,451,79,532,209,face_with_mask,4512739.png
135,4531.png,237,184,485,592,face_with_mask,2374531.png
136,2685.png,32,251,120,371,face_with_mask,322685.png
137,5557.jpg,854,51,1905,1476,face_other_covering,8545557.jpg
138,2646.png,165,2,566,515,face_with_mask,1652646.png
139,5128.jpg,67,69,111,134,face_with_mask,675128.jpg
140,4008.png,622,3,852,305,face_with_mask,6224008.png
141,5611.jpg,1003,123,1118,285,face_other_covering,10035611.jpg
142,5472.jpg,267,34,448,250,face_no_mask,2675472.jpg
143,1850.jpg,267,243,494,526,face_with_mask,2671850.jpg
144,6129.jpg,649,14,850,262,face_no_mask,6496129.jpg
145,3376.png,76,182,135,256,face_with_mask,763376.png
146,4130.png,140,30,513,510,face_with_mask,1404130.png
147,2151.jpg,581,54,636,132,face_with_mask,5812151.jpg
148,4499.png,480,107,522,162,face_with_mask,4804499.png
149,4050.png,708,181,885,397,face_with_mask,7084050.png
150,3572.png,96,257,147,326,face_with_mask,963572.png
151,5477.jpg,177,71,373,365,face_other_covering,1775477.jpg
152,2038.jpg,362,112,382,133,face_no_mask,3622038.jpg
153,4393.png,70,20,406,453,face_with_mask,704393.png
154,5185.jpg,825,98,977,294,face_with_mask,8255185.jpg
155,4529.png,7,9,495,597,face_with_mask,74529.png
156,3283.png,4,334,162,653,face_no_mask,43283.png
157,4219.png,568,152,644,233,face_with_mask,5684219.png
158,4417.png,26,8,805,574,face_with_mask,264417.png
159,3677.png,185,24,566,574,face_with_mask,1853677.png
160,3422.png,811,0,911,105,face_with_mask,8113422.png
161,6115.jpg,343,29,522,272,face_no_mask,3436115.jpg
162,4401.png,223,111,314,209,face_with_mask,2234401.png
163,2656.png,88,6,646,567,face_with_mask,882656.png
164,1890.jpg,145,41,223,144,face_other_covering,1451890.jpg
165,5037.jpg,256,77,414,280,face_with_mask,2565037.jpg
166,5399.jpg,182,29,355,263,face_other_covering,1825399.jpg
167,1837.jpg,870,17,1008,288,face_with_mask,8701837.jpg
168,2841.png,422,4,957,519,face_with_mask,4222841.png
169,4214.png,383,20,523,195,face_with_mask,3834214.png
170,3214.png,41,193,115,293,face_with_mask,413214.png
171,3801.png,129,229,372,530,face_with_mask,1293801.png
172,6109.jpg,522,133,629,274,face_other_covering,5226109.jpg
173,5112.jpg,67,65,327,497,face_other_covering,675112.jpg
174,2550.png,369,39,412,87,face_with_mask,3692550.png
175,5062.jpg,195,73,262,181,face_with_mask,1955062.jpg
176,6237.jpg,330,96,492,315,face_no_mask,3306237.jpg
177,5042.jpg,272,49,418,241,face_with_mask,2725042.jpg
178,6176.jpg,543,172,693,348,face_no_mask,5436176.jpg
179,2637.png,313,41,373,139,face_with_mask,3132637.png
180,3178.png,625,17,802,242,face_with_mask,6253178.png
181,3732.png,297,64,407,166,face_other_covering,2973732.png
182,3181.png,248,1,313,59,face_no_mask,2483181.png
183,2005.jpg,2266,594,3247,1700,face_with_mask,22662005.jpg
184,3000.png,373,3,617,339,face_with_mask,3733000.png
185,1968.jpg,987,235,1102,408,face_other_covering,9871968.jpg
186,2839.png,95,41,451,591,face_with_mask,952839.png
187,2812.png,293,51,442,263,face_with_mask_incorrect,2932812.png
188,3811.png,406,277,471,364,face_with_mask,4063811.png
189,1953.jpg,1617,456,1997,963,face_no_mask,16171953.jpg
190,4460.png,261,143,309,208,face_with_mask,2614460.png
191,1953.jpg,2000,318,2555,1154,face_with_mask,20001953.jpg
192,3497.png,176,96,457,462,face_with_mask,1763497.png
193,3761.png,479,235,716,564,face_with_mask,4793761.png
194,4823.png,22,203,243,533,face_with_mask,224823.png
195,4568.png,74,133,236,312,face_other_covering,744568.png
196,4937.png,337,86,712,554,face_with_mask,3374937.png
197,2434.png,374,60,544,259,face_with_mask,3742434.png
198,3214.png,433,267,509,362,face_with_mask,4333214.png
199,2563.png,410,142,508,273,face_with_mask,4102563.png
200,4329.png,444,0,783,455,face_with_mask,4444329.png
201,3811.png,60,152,106,210,face_with_mask,603811.png
202,1887.jpg,101,5,655,636,face_with_mask,1011887.jpg
203,2027.jpg,491,41,1224,855,face_no_mask,4912027.jpg
204,5639.jpg,209,36,374,280,face_other_covering,2095639.jpg
205,5978.jpg,188,16,502,377,face_no_mask,1885978.jpg
206,5509.jpg,408,8,482,106,face_other_covering,4085509.jpg
207,4280.png,440,18,587,215,face_with_mask,4404280.png
208,4536.png,209,186,367,358,face_with_mask,2094536.png
209,5489.jpg,244,23,390,252,face_other_covering,2445489.jpg
210,3688.png,759,1,923,177,face_with_mask,7593688.png
211,3082.png,588,89,645,156,face_with_mask,5883082.png
212,4048.png,277,99,563,448,face_with_mask,2774048.png
213,2272.png,216,84,592,525,face_other_covering,2162272.png
214,6066.jpg,382,52,507,225,face_no_mask,3826066.jpg
215,3273.png,477,86,633,244,face_other_covering,4773273.png
216,4101.png,6,10,441,395,face_with_mask,64101.png
217,3408.png,276,33,378,177,face_with_mask,2763408.png
218,5679.jpg,469,102,609,301,face_other_covering,4695679.jpg
219,2207.png,279,83,342,171,face_other_covering,2792207.png
220,2519.png,360,62,606,366,face_other_covering,3602519.png
221,4826.png,155,123,240,213,face_with_mask,1554826.png
222,4399.png,145,136,231,230,face_with_mask,1454399.png
223,6161.jpg,705,116,995,430,face_no_mask,7056161.jpg
224,6101.jpg,115,230,327,465,face_no_mask,1156101.jpg
225,5531.jpg,314,24,386,117,face_other_covering,3145531.jpg
226,6146.jpg,233,102,390,320,face_no_mask,2336146.jpg
227,5121.jpg,153,62,226,156,face_with_mask,1535121.jpg
228,2421.png,163,74,243,171,face_with_mask,1632421.png
229,3469.png,183,1,326,149,face_with_mask,1833469.png
230,2093.jpg,325,40,397,117,face_other_covering,3252093.jpg
231,1886.jpg,1946,77,3876,1678,face_with_mask,19461886.jpg
232,4354.png,416,70,495,190,face_other_covering,4164354.png
233,1895.jpg,474,73,566,176,face_with_mask,4741895.jpg
234,5377.jpg,498,2,1454,1116,face_with_mask,4985377.jpg
235,3195.png,229,53,312,160,face_other_covering,2293195.png
236,2971.png,584,244,673,357,face_with_mask,5842971.png
237,2273.png,213,38,383,309,face_other_covering,2132273.png
238,2295.png,159,54,305,236,face_with_mask,1592295.png
239,3570.png,419,294,632,489,face_with_mask,4193570.png
240,1835.jpg,491,135,549,204,face_with_mask,4911835.jpg
241,3953.png,346,191,389,254,face_with_mask,3463953.png
242,4682.png,262,184,291,214,face_with_mask,2624682.png
243,2626.png,602,149,632,192,face_with_mask_incorrect,6022626.png
244,2918.png,84,6,677,534,face_with_mask,842918.png
245,4465.png,850,9,1244,442,face_with_mask,8504465.png
246,2949.png,225,98,292,170,face_with_mask,2252949.png
247,4141.png,790,136,824,180,face_with_mask,7904141.png
248,1925.jpg,558,51,717,231,face_with_mask,5581925.jpg
249,2492.png,218,63,238,85,face_no_mask,2182492.png
250,4225.png,155,3,496,387,face_with_mask,1554225.png
251,4325.png,487,98,515,132,face_no_mask,4874325.png
252,4559.png,163,8,658,428,face_with_mask,1634559.png
253,3644.png,233,79,280,141,face_with_mask,2333644.png
254,3239.png,36,265,98,323,face_other_covering,363239.png
255,2420.png,301,175,373,235,face_with_mask,3012420.png
256,3934.png,28,50,75,112,face_with_mask,283934.png
257,4672.png,7,372,222,637,face_other_covering,74672.png
258,5452.jpg,732,90,1269,842,face_with_mask,7325452.jpg
259,4778.png,471,174,523,239,face_with_mask,4714778.png
260,5971.jpg,253,46,358,150,face_no_mask,2535971.jpg
261,3159.png,304,7,541,338,face_with_mask,3043159.png
262,4086.png,323,169,356,208,face_with_mask,3234086.png
263,5175.jpg,842,263,1038,533,face_with_mask,8425175.jpg
264,4660.png,57,32,114,98,face_with_mask,574660.png
265,5171.jpg,342,33,400,111,face_with_mask,3425171.jpg
266,3205.png,97,146,460,671,face_with_mask,973205.png
267,2304.png,6,4,674,442,face_other_covering,62304.png
268,3334.png,2,0,72,110,face_no_mask,23334.png
269,2505.png,421,199,654,531,face_with_mask,4212505.png
270,5365.jpg,94,0,401,323,face_other_covering,945365.jpg
271,1952.jpg,0,183,155,482,face_other_covering,01952.jpg
272,2151.jpg,79,66,200,162,face_with_mask,792151.jpg
273,2776.png,165,72,478,400,face_with_mask,1652776.png
274,5389.jpg,253,96,469,356,face_other_covering,2535389.jpg
275,3181.png,497,23,594,159,face_other_covering,4973181.png
276,4284.png,439,7,863,469,face_with_mask,4394284.png
277,3934.png,592,103,653,182,face_with_mask,5923934.png
278,2157.png,7,3,413,386,face_other_covering,72157.png
279,4171.png,41,67,157,187,face_with_mask,414171.png
280,2969.png,354,22,619,354,face_no_mask,3542969.png
281,4538.png,192,178,376,446,face_with_mask,1924538.png
282,5717.jpg,418,35,1140,694,face_other_covering,4185717.jpg
283,4147.png,216,21,469,327,face_with_mask,2164147.png
284,3396.png,93,7,641,610,face_with_mask,933396.png
285,5307.jpg,259,15,452,267,face_no_mask,2595307.jpg
286,4508.png,219,51,413,318,face_with_mask,2194508.png
287,5103.jpg,769,43,1562,1115,face_no_mask,7695103.jpg
288,3766.png,196,104,263,190,face_other_covering,1963766.png
289,5084.jpeg,687,654,899,992,face_no_mask,6875084.jpeg
290,4218.png,161,17,542,618,face_other_covering,1614218.png
291,4006.png,169,317,436,610,face_with_mask,1694006.png
292,6000.jpg,517,259,585,352,face_no_mask,5176000.jpg
293,3655.png,69,6,403,429,face_no_mask,693655.png
294,3490.png,57,22,444,510,face_with_mask,573490.png
295,3304.png,272,39,396,183,face_other_covering,2723304.png
296,6363.jpg,454,38,550,151,face_other_covering,4546363.jpg
297,3399.png,375,4,579,210,face_other_covering,3753399.png
298,3822.png,395,39,472,141,face_no_mask,3953822.png
299,4332.png,40,51,489,577,face_with_mask,404332.png
300,2952.png,170,13,285,177,face_no_mask,1702952.png
301,6032.jpg,167,4,528,451,face_no_mask,1676032.jpg
302,1997.jpg,262,180,788,932,face_with_mask,2621997.jpg
303,2751.png,259,94,442,447,face_with_mask,2592751.png
304,5398.jpg,517,302,619,430,face_no_mask,5175398.jpg
305,2048.jpg,428,291,550,477,face_with_mask,4282048.jpg
306,6259.jpeg,106,14,417,412,face_no_mask,1066259.jpeg
307,4201.png,385,42,674,420,face_with_mask,3854201.png
308,4420.png,429,6,715,374,face_with_mask,4294420.png
309,2739.png,483,3,530,55,face_with_mask,4832739.png
310,4778.png,1,211,33,262,face_with_mask,14778.png
312,3558.png,306,4,661,515,face_other_covering,3063558.png
313,3563.png,124,7,366,242,face_with_mask,1243563.png
314,3185.png,284,64,356,160,face_other_covering,2843185.png
315,6289.jpg,236,194,282,253,face_no_mask,2366289.jpg
316,5688.jpg,449,173,656,402,face_no_mask,4495688.jpg
317,3265.png,59,166,371,587,face_with_mask,593265.png
318,5647.jpg,324,2,571,194,face_no_mask,3245647.jpg
319,6096.jpg,264,53,489,324,face_no_mask,2646096.jpg
320,2880.png,4,5,212,315,face_with_mask,42880.png
321,3657.png,116,2,394,441,face_other_covering,1163657.png
322,2284.png,19,70,99,129,face_other_covering,192284.png
323,1939.jpg,683,227,819,383,face_with_mask,6831939.jpg
324,4578.png,151,196,433,542,face_with_mask,1514578.png
325,5015.jpg,839,6,1590,872,face_with_mask,8395015.jpg
326,6267.jpg,464,375,586,538,face_no_mask,4646267.jpg
327,2601.png,112,5,392,366,face_with_mask,1122601.png
328,4249.png,752,125,840,229,face_with_mask,7524249.png
329,2991.png,233,98,374,281,face_with_mask,2332991.png
330,4573.png,313,6,578,320,face_with_mask,3134573.png
331,6046.jpg,785,82,978,294,face_no_mask,7856046.jpg
332,2079.jpg,190,227,262,320,face_no_mask,1902079.jpg
333,5903.jpg,394,57,524,226,face_no_mask,3945903.jpg
334,5092.jpg,84,105,207,263,face_with_mask,845092.jpg
335,4912.png,346,20,503,216,face_with_mask,3464912.png
336,4814.png,825,165,922,289,face_other_covering,8254814.png
337,2861.png,193,3,562,517,face_with_mask,1932861.png
338,6334.jpg,762,33,1026,397,face_no_mask,7626334.jpg
339,1803.jpg,126,75,303,333,face_with_mask,1261803.jpg
340,1947.jpg,914,172,1032,310,face_with_mask,9141947.jpg
341,2744.png,538,150,624,266,face_with_mask,5382744.png
342,3196.png,126,170,203,265,face_with_mask,1263196.png
343,4938.png,597,5,800,178,face_no_mask,5974938.png
344,5957.jpg,107,64,227,197,face_other_covering,1075957.jpg
345,6204.jpg,2262,957,2425,1164,face_no_mask,22626204.jpg
346,4138.png,241,121,340,270,face_with_mask,2414138.png
347,6102.jpg,26,96,71,177,face_no_mask,266102.jpg
348,5553.jpg,345,19,574,350,face_other_covering,3455553.jpg
349,4718.png,212,190,281,256,face_no_mask,2124718.png
350,3958.png,109,101,443,518,face_with_mask,1093958.png
351,3930.png,38,6,549,558,face_with_mask,383930.png
352,5474.jpg,501,669,1992,2795,face_no_mask,5015474.jpg
353,2739.png,548,0,599,47,face_with_mask,5482739.png
354,5942.jpg,644,208,817,447,face_no_mask,6445942.jpg
355,3268.png,339,143,382,210,face_with_mask,3393268.png
356,5394.jpg,332,57,679,562,face_other_covering,3325394.jpg
357,6270.jpg,393,383,500,518,face_no_mask,3936270.jpg
358,4888.png,308,14,601,400,face_with_mask,3084888.png
359,3333.png,100,64,404,490,face_with_mask,1003333.png
360,6288.jpg,689,128,722,167,face_no_mask,6896288.jpg
361,6290.jpg,283,130,448,366,face_with_mask_incorrect,2836290.jpg
362,2615.png,383,94,495,276,face_with_mask,3832615.png
363,2997.png,188,174,238,237,face_with_mask,1882997.png
364,4301.png,323,137,547,470,face_with_mask,3234301.png
365,2900.png,359,5,579,247,face_with_mask,3592900.png
366,2494.png,358,57,543,328,face_with_mask,3582494.png
367,3391.png,266,49,524,335,face_with_mask,2663391.png
368,5155.jpg,373,0,497,182,face_with_mask,3735155.jpg
369,3259.png,244,53,358,209,face_other_covering,2443259.png
370,6100.jpg,2377,612,2602,875,face_no_mask,23776100.jpg
371,5107.jpg,936,351,1053,491,face_with_mask,9365107.jpg
372,4506.png,103,15,411,465,face_with_mask,1034506.png
373,4896.png,148,24,199,91,face_no_mask,1484896.png
374,4580.png,315,50,364,117,face_with_mask,3154580.png
375,5151.jpg,412,156,432,185,face_with_mask,4125151.jpg
376,3727.png,274,151,349,243,face_with_mask,2743727.png
377,3246.png,96,172,173,258,face_with_mask,963246.png
378,2832.png,2,80,140,320,face_no_mask,22832.png
379,4250.png,100,21,200,161,face_with_mask,1004250.png
380,2183.png,795,18,1026,281,face_with_mask,7952183.png
381,4074.png,215,59,247,106,face_with_mask,2154074.png
382,6159.jpg,369,20,561,240,face_no_mask,3696159.jpg
383,5455.jpg,541,135,1071,784,face_other_covering,5415455.jpg
384,3016.png,296,282,371,375,face_with_mask,2963016.png
385,3841.png,605,6,648,64,face_no_mask,6053841.png
386,4219.png,333,80,388,162,face_with_mask,3334219.png
387,6060.jpg,146,253,291,409,face_no_mask,1466060.jpg
388,2989.png,216,2,529,499,face_with_mask,2162989.png
389,3939.png,352,101,409,173,face_no_mask,3523939.png
390,2492.png,349,80,387,126,face_with_mask,3492492.png
391,2422.png,297,99,338,148,face_with_mask,2972422.png
392,5138.jpg,476,156,874,632,face_with_mask,4765138.jpg
393,2636.png,336,34,568,340,face_no_mask,3362636.png
394,6211.jpg,990,92,1092,232,face_no_mask,9906211.jpg
395,2141.jpg,490,79,653,262,face_with_mask,4902141.jpg
396,2935.png,11,125,144,227,face_other_covering,112935.png
397,2428.png,34,119,322,476,face_with_mask,342428.png
398,2563.png,276,169,406,333,face_with_mask,2762563.png
399,2515.png,101,40,251,266,face_with_mask,1012515.png
400,2081.jpg,217,721,756,1443,face_with_mask,2172081.jpg
401,5230.jpg,348,16,558,257,face_other_covering,3485230.jpg
402,2529.png,180,7,491,358,face_other_covering,1802529.png
403,5289.jpg,346,98,543,332,face_other_covering,3465289.jpg
404,5153.jpg,73,0,181,72,face_with_mask,735153.jpg
405,2908.png,387,2,497,151,face_with_mask,3872908.png
406,4311.png,251,23,525,427,face_with_mask,2514311.png
407,4219.png,127,126,178,197,face_with_mask,1274219.png
408,5098.jpeg,316,70,341,105,face_with_mask,3165098.jpeg
409,6020.jpeg,186,10,548,461,face_no_mask,1866020.jpeg
410,4936.png,379,14,474,153,face_with_mask,3794936.png
412,1878.jpg,759,1336,3234,4226,face_other_covering,7591878.jpg
413,3627.png,124,50,362,344,face_with_mask,1243627.png
414,4660.png,465,87,496,124,face_with_mask,4654660.png
415,2584.png,203,3,623,478,face_with_mask,2032584.png
416,3725.png,257,62,306,115,face_with_mask,2573725.png
417,2415.png,170,60,391,288,face_other_covering,1702415.png
418,4952.png,905,0,1055,181,face_with_mask,9054952.png
419,2230.png,179,341,234,420,face_with_mask,1792230.png
420,3684.png,412,210,433,240,face_no_mask,4123684.png
421,6077.jpg,618,278,898,532,face_no_mask,6186077.jpg
422,4349.png,135,25,408,444,face_with_mask,1354349.png
423,6316.jpg,192,256,237,314,face_no_mask,1926316.jpg
424,3623.png,131,51,260,214,face_other_covering,1313623.png
425,5676.jpg,625,12,1355,1120,face_other_covering,6255676.jpg
426,5359.jpg,558,104,775,382,face_other_covering,5585359.jpg
427,4574.png,135,23,351,277,face_with_mask,1354574.png
428,4134.png,295,85,347,159,face_with_mask,2954134.png
429,3961.png,672,9,900,199,face_with_mask,6723961.png
430,4361.png,184,52,455,380,face_with_mask,1844361.png
431,6268.jpg,150,226,442,625,face_other_covering,1506268.jpg
432,4279.png,254,97,520,503,face_with_mask,2544279.png
433,2290.png,243,127,300,197,face_with_mask,2432290.png
434,6252.jpg,435,153,508,240,face_no_mask,4356252.jpg
435,6145.jpg,250,65,360,208,face_no_mask,2506145.jpg
436,3050.png,115,8,329,301,face_with_mask,1153050.png
437,6000.jpg,557,368,614,447,face_no_mask,5576000.jpg
438,4758.png,0,270,56,376,face_with_mask,04758.png
439,5367.jpg,318,297,661,702,face_other_covering,3185367.jpg
440,4094.png,96,88,392,467,face_other_covering,964094.png
441,5098.jpeg,348,93,369,113,face_with_mask,3485098.jpeg
442,4143.png,254,46,410,259,face_with_mask,2544143.png
443,4361.png,0,148,174,417,face_with_mask,04361.png
444,2693.png,288,77,405,267,face_no_mask,2882693.png
445,1947.jpg,460,180,739,540,face_with_mask,4601947.jpg
446,4893.png,179,8,664,599,face_with_mask,1794893.png
447,2177.png,387,130,525,321,face_with_mask,3872177.png
448,4594.png,703,0,818,135,face_with_mask,7034594.png
449,6052.jpg,260,80,345,187,face_no_mask,2606052.jpg
450,2680.png,170,19,308,218,face_with_mask,1702680.png
451,3045.png,242,44,402,268,face_with_mask,2423045.png
452,2422.png,152,26,184,62,face_with_mask,1522422.png
453,5355.jpg,71,129,462,640,face_no_mask,715355.jpg
454,3832.png,263,246,491,604,face_with_mask,2633832.png
455,2094.jpg,2001,64,2193,273,face_with_mask,20012094.jpg
456,4587.png,588,134,655,212,face_with_mask,5884587.png
457,1833.jpg,339,160,447,277,face_with_mask,3391833.jpg
458,2577.png,92,1,503,657,face_with_mask,922577.png
459,3878.png,364,256,604,576,face_with_mask,3643878.png
460,1986.jpg,210,269,700,918,face_with_mask,2101986.jpg
461,1909.jpg,420,18,493,105,face_with_mask,4201909.jpg
462,3147.png,143,107,240,264,face_other_covering,1433147.png
463,6314.jpg,672,214,838,412,face_no_mask,6726314.jpg
464,4105.png,416,61,666,361,face_other_covering,4164105.png
465,3354.png,62,31,426,456,face_with_mask,623354.png
466,4221.png,298,120,524,499,face_with_mask,2984221.png
467,3980.png,339,124,424,227,face_other_covering,3393980.png
468,6240.jpg,437,1,566,181,face_no_mask,4376240.jpg
469,4268.png,131,6,521,504,face_with_mask,1314268.png
470,6113.jpg,642,5,792,199,face_no_mask,6426113.jpg
471,3200.png,224,79,433,366,face_other_covering,2243200.png
472,4213.png,203,0,335,122,face_other_covering,2034213.png
