index,name,x1,x2,y1,y2,classname,newFilename
7114,1881.jpg,630,12,1002,445,face_with_mask,6301881.jpg
748,6041.jpg,722,91,826,216,face_no_mask,7226041.jpg
4302,5061.jpg,312,23,566,366,face_with_mask,3125061.jpg
599,6349.jpg,226,32,301,140,face_other_covering,2266349.jpg
5741,2810.png,339,185,454,280,face_with_mask,3392810.png
7219,6284.jpg,321,315,363,373,face_no_mask,3216284.jpg
2306,2941.png,345,270,400,344,face_with_mask,3452941.png
2427,4987.png,151,22,498,437,face_with_mask,1514987.png
6072,1953.jpg,2613,464,2940,890,face_no_mask,26131953.jpg
6413,6015.jpg,276,169,339,254,face_no_mask,2766015.jpg
834,4286.png,61,6,463,508,face_with_mask,614286.png
1596,2550.png,369,39,412,87,face_with_mask,3692550.png
2195,2727.png,229,35,506,352,face_with_mask,2292727.png
3448,1948.jpg,1380,266,2179,1408,face_other_covering,13801948.jpg
784,2537.png,157,468,286,607,face_no_mask,1572537.png
2721,5989.jpg,884,174,986,302,face_no_mask,8845989.jpg
700,6278.jpg,512,152,593,246,face_no_mask,5126278.jpg
3865,2287.png,39,233,172,384,face_no_mask,392287.png
5618,3191.png,122,117,162,167,face_with_mask,1223191.png
1052,6175.jpg,213,123,270,197,face_no_mask,2136175.jpg
1674,6118.jpg,491,21,568,111,face_no_mask,4916118.jpg
6747,6288.jpg,303,127,341,178,face_no_mask,3036288.jpg
6372,5712.jpg,338,27,611,386,face_other_covering,3385712.jpg
3544,5977.jpg,602,70,749,278,face_no_mask,6025977.jpg
4205,5118.jpg,865,39,1028,313,face_with_mask,8655118.jpg
4453,4996.jpg,265,47,371,184,face_with_mask,2654996.jpg
3168,5985.jpg,532,199,604,296,face_no_mask,5325985.jpg
7241,6221.jpg,635,183,741,313,face_no_mask,6356221.jpg
147,1811.jpg,435,83,583,276,face_no_mask,4351811.jpg
328,3635.png,1059,193,1124,308,face_with_mask,10593635.png
2602,6095.jpg,225,1,325,124,face_no_mask,2256095.jpg
3306,3901.png,173,67,334,275,face_with_mask,1733901.png
6170,6001.jpg,617,77,699,163,face_other_covering,6176001.jpg
5401,4305.png,19,68,230,310,face_with_mask,194305.png
2246,2675.png,265,121,293,155,face_no_mask,2652675.png
1260,4773.png,379,83,539,265,face_with_mask,3794773.png
2829,2276.png,439,158,485,232,face_with_mask,4392276.png
4238,4566.png,194,357,347,606,face_with_mask,1944566.png
4156,4320.png,114,42,376,367,face_with_mask,1144320.png
4517,5137.jpg,1089,31,1419,491,face_with_mask,10895137.jpg
6760,2682.png,66,100,124,172,face_with_mask,662682.png
4850,5914.jpg,184,60,276,181,face_no_mask,1845914.jpg
2416,2052.jpg,118,197,228,333,face_other_covering,1182052.jpg
5247,5733.jpg,459,79,644,339,face_with_mask,4595733.jpg
5505,5190.jpg,1411,445,2436,1564,face_with_mask,14115190.jpg
5728,2535.png,199,121,337,333,face_with_mask,1992535.png
1075,2804.png,193,35,493,472,face_other_covering,1932804.png
34,2588.png,153,196,407,588,face_with_mask,1532588.png
4573,3906.png,361,157,424,245,face_with_mask,3613906.png
1059,6175.jpg,669,165,725,226,face_no_mask,6696175.jpg
2053,4856.png,611,34,712,188,face_with_mask,6114856.png
6250,3682.png,390,74,463,159,face_with_mask,3903682.png
4769,4504.png,175,9,473,453,face_other_covering,1754504.png
4143,3499.png,108,3,402,295,face_with_mask,1083499.png
4992,5590.jpg,478,171,905,737,face_other_covering,4785590.jpg
4292,2254.png,108,14,400,461,face_with_mask,1082254.png
2504,4664.png,226,150,285,215,face_with_mask,2264664.png
4229,4385.png,41,248,215,489,face_with_mask,414385.png
5671,2104.jpg,490,24,661,242,face_with_mask_incorrect,4902104.jpg
1871,2780.png,99,72,155,161,face_no_mask,992780.png
4401,3379.png,58,10,329,340,face_no_mask,583379.png
54,3793.png,188,57,330,221,face_with_mask_incorrect,1883793.png
4667,3114.png,164,6,506,459,face_other_covering,1643114.png
4539,2637.png,313,41,373,139,face_with_mask,3132637.png
893,2518.png,228,82,307,200,face_other_covering,2282518.png
4099,3301.png,648,36,764,176,face_with_mask,6483301.png
1658,1938.jpg,4,58,45,116,face_no_mask,41938.jpg
7252,3336.png,0,0,404,451,face_with_mask,03336.png
1342,5171.jpg,117,110,157,163,face_with_mask,1175171.jpg
4380,2082.jpg,262,21,550,349,face_no_mask,2622082.jpg
6574,3686.png,245,41,315,136,face_with_mask,2453686.png
4239,4566.png,389,286,520,537,face_with_mask,3894566.png
5164,3780.png,370,5,507,162,face_with_mask,3703780.png
324,2101.jpg,556,259,655,407,face_no_mask,5562101.jpg
6449,2856.png,198,6,521,464,face_other_covering,1982856.png
6956,5428.jpg,365,112,600,484,face_with_mask,3655428.jpg
6473,2244.png,157,123,226,214,face_with_mask,1572244.png
3092,2647.png,51,8,396,426,face_with_mask,512647.png
2839,5250.jpg,159,30,1591,1948,face_no_mask,1595250.jpg
549,3727.png,219,363,274,426,face_other_covering,2193727.png
1695,4775.png,381,47,448,133,face_with_mask,3814775.png
6843,5471.jpg,396,18,638,280,face_no_mask,3965471.jpg
1444,3539.png,215,60,498,393,face_other_covering,2153539.png
3740,3335.png,235,35,441,323,face_with_mask,2353335.png
71,5454.jpg,246,242,455,491,face_other_covering,2465454.jpg
4574,3906.png,467,174,521,241,face_with_mask,4673906.png
4173,2821.png,140,23,258,216,face_other_covering,1402821.png
3425,3415.png,200,64,282,176,face_with_mask,2003415.png
2946,6231.jpg,180,151,568,657,face_no_mask,1806231.jpg
237,5462.jpg,851,279,957,392,face_no_mask,8515462.jpg
5977,2862.png,254,6,605,504,face_other_covering,2542862.png
3271,6117.jpg,818,180,1023,522,face_no_mask,8186117.jpg
4134,2278.png,142,93,295,288,face_with_mask_incorrect,1422278.png
4758,6314.jpg,495,177,660,404,face_no_mask,4956314.jpg
1620,2280.png,611,51,718,180,face_no_mask,6112280.png
4142,2311.png,28,24,474,572,face_no_mask,282311.png
2180,4781.png,377,30,621,390,face_with_mask,3774781.png
996,2448.png,244,126,277,165,face_with_mask,2442448.png
3534,4010.png,410,150,466,213,face_with_mask,4104010.png
6322,6355.jpg,381,91,466,171,face_no_mask,3816355.jpg
5162,3549.png,1079,145,1140,215,face_no_mask,10793549.png
5954,3938.png,111,38,271,228,face_with_mask,1113938.png
2070,2581.png,269,51,394,211,face_with_mask,2692581.png
1800,2084.jpg,758,99,802,150,face_other_covering,7582084.jpg
5029,6217.jpg,429,0,535,114,face_no_mask,4296217.jpg
3313,3706.png,16,4,462,458,face_with_mask,163706.png
323,2632.png,159,3,380,304,face_other_covering,1592632.png
6782,3738.png,121,240,280,482,face_with_mask,1213738.png
5848,5899.jpg,629,8,872,300,face_no_mask,6295899.jpg
4495,4178.png,190,342,290,472,face_with_mask,1904178.png
6844,5471.jpg,151,82,351,295,face_no_mask,1515471.jpg
4304,5910.jpg,296,6,533,291,face_no_mask,2965910.jpg
6258,2604.png,390,205,554,353,face_with_mask,3902604.png
1335,3732.png,205,77,289,180,face_with_mask,2053732.png
6756,2869.png,86,3,585,562,face_with_mask,862869.png
7148,6342.jpg,390,26,528,227,face_no_mask,3906342.jpg
3725,4831.png,765,53,1005,290,face_with_mask,7654831.png
5365,5127.jpg,1,20,220,311,face_with_mask,15127.jpg
1198,4036.png,112,6,451,354,face_with_mask,1124036.png
4934,3067.png,103,29,206,155,face_with_mask,1033067.png
5095,3981.png,223,281,267,332,face_with_mask,2233981.png
2052,4494.png,150,138,514,622,face_with_mask,1504494.png
1601,2550.png,48,20,81,59,face_with_mask,482550.png
5819,2684.png,259,144,347,252,face_with_mask,2592684.png
2544,3348.png,278,188,362,278,face_with_mask,2783348.png
2162,4463.png,366,97,512,288,face_with_mask_incorrect,3664463.png
6787,4690.png,743,32,828,114,face_other_covering,7434690.png
3221,4072.png,105,3,245,179,face_with_mask,1054072.png
155,4662.png,270,151,477,449,face_with_mask_incorrect,2704662.png
6161,3308.png,177,107,209,151,face_with_mask,1773308.png
5411,4133.png,264,252,311,323,face_with_mask,2644133.png
6546,4823.png,22,203,243,533,face_with_mask,224823.png
3706,2547.png,180,7,514,400,face_other_covering,1802547.png
2806,5656.jpg,861,152,1033,370,face_other_covering,8615656.jpg
5672,2104.jpg,89,7,241,190,face_with_mask,892104.jpg
5758,3697.png,131,68,292,328,face_with_mask,1313697.png
5708,3039.png,370,2,710,374,face_other_covering,3703039.png
594,3687.png,244,133,301,217,face_with_mask,2443687.png
7056,3961.png,121,526,205,641,face_with_mask,1213961.png
4643,4304.png,306,7,685,408,face_with_mask,3064304.png
5884,2124.jpg,1483,112,1598,270,face_no_mask,14832124.jpg
1730,3169.png,164,84,335,372,face_with_mask,1643169.png
2885,4282.png,178,55,419,404,face_with_mask,1784282.png
1368,4389.png,201,5,329,180,face_with_mask_incorrect,2014389.png
1397,2115.jpg,148,57,337,326,face_with_mask,1482115.jpg
6839,3333.png,100,64,404,490,face_with_mask,1003333.png
5969,5120.jpg,551,428,619,513,face_no_mask,5515120.jpg
91,5298.jpg,300,9,412,160,face_no_mask,3005298.jpg
5951,2056.jpg,97,22,218,203,face_with_mask,972056.jpg
2118,5385.jpg,414,80,528,239,face_other_covering,4145385.jpg
2475,6380.jpg,133,106,285,307,face_other_covering,1336380.jpg
5813,4738.png,252,122,544,474,face_with_mask,2524738.png
2804,5656.jpg,95,235,288,456,face_other_covering,955656.jpg
3427,3415.png,27,82,88,152,face_with_mask,273415.png
4071,4280.png,440,18,587,215,face_with_mask,4404280.png
2145,5903.jpg,394,57,524,226,face_no_mask,3945903.jpg
5197,5619.jpg,367,40,438,141,face_with_mask,3675619.jpg
2617,4550.png,443,174,517,254,face_with_mask,4434550.png
6707,2532.png,342,89,391,139,face_with_mask,3422532.png
1563,5095.jpg,155,222,232,326,face_other_covering,1555095.jpg
631,6013.jpg,307,115,364,197,face_no_mask,3076013.jpg
4595,4077.png,370,18,452,149,face_with_mask,3704077.png
2396,5180.jpg,111,90,217,215,face_with_mask,1115180.jpg
7253,4383.png,671,113,822,300,face_with_mask,6714383.png
414,5674.jpg,1872,949,2311,1534,face_no_mask,18725674.jpg
5224,5718.jpg,757,336,2451,1952,face_other_covering,7575718.jpg
4933,4698.png,409,211,494,296,face_other_covering,4094698.png
5285,4524.png,6,55,218,392,face_with_mask,64524.png
6245,3008.png,350,88,391,141,face_with_mask,3503008.png
1627,6088.jpg,584,839,885,1328,face_no_mask,5846088.jpg
6758,5055.jpg,969,403,1450,1081,face_with_mask,9695055.jpg
197,5728.jpg,282,52,437,255,face_other_covering,2825728.jpg
366,4342.png,10,102,374,526,face_with_mask,104342.png
3730,2128.jpg,547,62,681,240,face_with_mask,5472128.jpg
94,4931.png,133,67,486,407,face_with_mask,1334931.png
726,4255.png,147,8,567,478,face_with_mask,1474255.png
5071,3735.png,92,13,109,29,face_with_mask,923735.png
222,6369.jpg,296,433,369,502,face_no_mask,2966369.jpg
452,2048.jpg,273,236,457,444,face_with_mask,2732048.jpg
7088,4141.png,480,41,557,136,face_with_mask,4804141.png
1466,2477.png,169,64,477,540,face_with_mask,1692477.png
1653,2970.png,558,26,727,270,face_with_mask,5582970.png
3623,2644.png,238,390,276,466,face_no_mask,2382644.png
2131,3181.png,422,5,493,91,face_other_covering,4223181.png
1613,2290.png,676,122,716,171,face_with_mask,6762290.png
2208,1850.jpg,267,243,494,526,face_with_mask,2671850.jpg
6230,4033.png,80,187,367,586,face_with_mask,804033.png
962,5957.jpg,107,64,227,197,face_other_covering,1075957.jpg
3688,2666.png,643,210,699,284,face_with_mask,6432666.png
6465,3683.png,307,306,356,360,face_with_mask,3073683.png
1436,2007.jpg,373,58,430,129,face_with_mask,3732007.jpg
2520,3608.png,72,5,176,112,face_with_mask,723608.png
1490,5032.jpg,1364,169,1619,512,face_with_mask,13645032.jpg
2095,2900.png,359,5,579,247,face_with_mask,3592900.png
528,2935.png,151,151,224,229,face_no_mask,1512935.png
2873,4202.png,284,342,377,452,face_with_mask,2844202.png
5697,2648.png,229,21,330,156,face_with_mask,2292648.png
3277,3488.png,24,12,402,476,face_with_mask,243488.png
942,6081.jpg,327,17,457,171,face_no_mask,3276081.jpg
7082,4574.png,135,23,351,277,face_with_mask,1354574.png
1255,3572.png,96,257,147,326,face_with_mask,963572.png
6708,2532.png,1002,132,1052,184,face_with_mask,10022532.png
5729,3050.png,115,8,329,301,face_with_mask,1153050.png
3675,4021.png,363,4,514,198,face_with_mask,3634021.png
5744,4963.png,110,172,267,404,face_other_covering,1104963.png
3855,2986.png,115,11,435,452,face_with_mask,1152986.png
853,6099.jpg,567,38,732,210,face_no_mask,5676099.jpg
5021,4582.png,259,5,526,281,face_with_mask,2594582.png
5803,6169.jpg,311,155,444,328,face_no_mask,3116169.jpg
5764,5620.jpg,313,3,568,291,face_no_mask,3135620.jpg
1510,2422.png,227,207,281,260,face_with_mask,2272422.png
1257,3572.png,282,248,308,274,face_no_mask,2823572.png
3165,5985.jpg,209,268,272,343,face_no_mask,2095985.jpg
5079,2519.png,4,100,294,551,face_other_covering,42519.png
1147,4655.png,3,14,128,349,face_with_mask,34655.png
1364,3511.png,236,39,338,154,face_with_mask,2363511.png
3407,2497.png,773,108,928,313,face_with_mask,7732497.png
3649,4228.png,91,3,628,529,face_other_covering,914228.png
2228,6228.jpg,599,287,666,362,face_other_covering,5996228.jpg
502,4278.png,275,144,411,315,face_with_mask,2754278.png
6314,5709.jpg,199,31,304,178,face_no_mask,1995709.jpg
3662,4782.png,257,81,439,238,face_other_covering,2574782.png
2733,3927.png,108,202,478,766,face_with_mask,1083927.png
6011,5160.jpg,428,143,485,226,face_with_mask,4285160.jpg
3001,3790.png,332,161,405,235,face_with_mask,3323790.png
4036,1972.jpg,449,195,495,256,face_with_mask,4491972.jpg
5552,3138.png,0,218,172,511,face_with_mask,03138.png
3042,4766.png,341,307,391,372,face_with_mask,3414766.png
5659,2670.png,338,132,381,218,face_with_mask,3382670.png
1351,5966.jpg,0,260,84,355,face_no_mask,05966.jpg
6206,2285.png,400,142,653,544,face_with_mask,4002285.png
2978,3596.png,140,6,243,144,face_other_covering,1403596.png
2233,3246.png,110,271,182,344,face_with_mask,1103246.png
3680,4715.png,388,2,575,205,face_with_mask,3884715.png
5440,4704.png,267,84,487,411,face_other_covering,2674704.png
1126,2121.jpg,183,28,358,261,face_with_mask,1832121.jpg
5205,4593.png,857,201,902,247,face_with_mask,8574593.png
4144,4252.png,345,55,380,103,face_with_mask,3454252.png
6564,2465.png,32,9,450,596,face_with_mask,322465.png
6532,3316.png,246,121,498,446,face_other_covering,2463316.png
5914,3123.png,352,134,419,225,face_with_mask,3523123.png
444,1982.png,184,55,282,189,face_other_covering,1841982.png
6526,2539.png,194,48,493,475,face_with_mask,1942539.png
3466,3733.png,108,163,137,195,face_with_mask,1083733.png
1018,5920.jpeg,1507,188,2197,989,face_no_mask,15075920.jpeg
5423,1918.jpg,310,87,472,302,face_with_mask,3101918.jpg
1386,4186.png,180,103,328,295,face_other_covering,1804186.png
1421,4606.png,34,156,153,315,face_with_mask,344606.png
1698,2109.jpg,1103,418,1332,762,face_with_mask,11032109.jpg
3826,2989.png,216,2,529,499,face_with_mask,2162989.png
6690,3903.png,174,222,213,267,face_with_mask,1743903.png
2213,5185.jpg,269,7,405,196,face_with_mask,2695185.jpg
110,6310.jpg,416,368,469,428,face_no_mask,4166310.jpg
6329,3198.png,0,152,241,590,face_other_covering,03198.png
136,5931.jpg,175,92,227,158,face_no_mask,1755931.jpg
5516,4222.png,193,0,512,298,face_with_mask,1934222.png
2983,6194.jpg,782,86,917,288,face_other_covering,7826194.jpg
6227,4092.png,63,27,208,235,face_other_covering,634092.png
5776,4676.png,364,174,411,230,face_other_covering,3644676.png
130,2492.png,405,63,450,125,face_no_mask,4052492.png
3288,5382.jpg,186,410,331,586,face_other_covering,1865382.jpg
3171,5985.jpg,859,192,935,282,face_no_mask,8595985.jpg
3902,2404.png,16,419,69,474,face_other_covering,162404.png
275,6257.jpg,362,159,525,369,face_no_mask,3626257.jpg
1203,5911.jpg,328,174,370,259,face_no_mask,3285911.jpg
1722,3595.png,242,65,474,405,face_with_mask,2423595.png
2456,3784.png,89,252,327,497,face_with_mask,893784.png
4563,2936.png,513,306,654,442,face_with_mask,5132936.png
3657,4673.png,299,6,386,125,face_other_covering,2994673.png
2767,4811.png,583,74,691,206,face_with_mask_incorrect,5834811.png
2065,5034.jpg,424,83,466,131,face_with_mask,4245034.jpg
3523,2419.png,138,260,160,287,face_with_mask,1382419.png
14,4070.png,154,15,493,485,face_with_mask,1544070.png
506,3599.png,81,0,467,344,face_other_covering,813599.png
1163,6000.jpg,697,329,731,398,face_no_mask,6976000.jpg
6528,5316.jpg,375,305,705,706,face_no_mask,3755316.jpg
1262,2454.png,373,17,505,211,face_no_mask,3732454.png
2291,1852.jpg,976,273,1349,699,face_with_mask,9761852.jpg
3339,5963.jpg,0,365,97,502,face_no_mask,05963.jpg
6905,2260.png,235,38,419,359,face_with_mask,2352260.png
6293,6154.jpg,176,76,242,145,face_no_mask,1766154.jpg
